ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Lot SqFt,HOA Fee,Closing Date
ML81843728,0,3700,"$1,100,000 ","$1,185,000 ",2060,3,2,,Y,2,1977,"5,763",,5/13/21
40944261,8,3700,"$1,150,000 ","$1,365,000 ",1434,3,2,,Y,2,1960,"6,000",,5/13/21
40943778,11,3700,"$1,249,950 ","$1,580,000 ",1760,3,2,1,Y,2,1998,"3,413",87,5/13/21
40942893,14,3700,"$1,398,000 ","$1,491,000 ",2100,4,3,1,Y,2,2009,0,100,5/13/21
40944074,10,3700,"$1,399,950 ","$1,640,000 ",1708,4,2,0,Y,2,1972,"6,721",,5/13/21
40941035,8,3700,"$1,425,000 ","$1,535,000 ",1370,3,2,0,Y,2,1971,"5,565",38,5/13/21
ML81837801,6,3700,"$1,588,800 ","$1,798,000 ",1812,4,2,1,Y,2,1989,"3,900",33,5/13/21
40943892,6,3700,"$3,291,000 ","$3,575,000 ",4248,6,4,0,Y,3,1980,"32,273",,5/13/21
40944317,15,3700,"$995,000 ","$1,150,000 ",1148,3,2,0,Y,2,1959,"5,600",,5/14/21
40944470,7,3700,"$1,089,000 ","$1,325,000 ",1584,3,2,,Y,2,1960,"5,829",,5/14/21
ML81838292,7,3700,"$1,100,000 ","$1,435,000 ",1241,3,2,,Y,2,1985,"7,997",,5/14/21
40945786,6,3700,"$1,249,000 ","$1,400,000 ",1843,4,4,0,Y,2,2011,0,160,5/14/21
40944325,8,3700,"$1,375,000 ","$1,615,000 ",1579,3,2,0,Y,2,1972,"5,800",,5/14/21
40945805,7,3700,"$1,490,888 ","$1,550,000 ",2029,3,3,1,Y,2,2021,"3,355",288,5/14/21
ML81838249,5,3700,"$1,550,000 ","$1,705,000 ",1973,4,3,,Y,2,1955,"5,900",,5/14/21
ML81838267,5,3700,"$1,600,000 ","$2,150,000 ",3153,5,4,0,Y,2,2018,"6,270",,5/14/21
ML81837771,4,3500,"$1,398,000 ","$1,725,000 ",2160,4,3,,Y,2,1965,"6,392",,5/17/21
40943388,5,3700,"$1,049,900 ","$1,251,000 ",1598,3,2,,Y,2,1961,"7,200",,5/17/21
40945587,6,3700,"$1,275,000 ","$1,310,000 ",1131,3,2,0,Y,1,1962,"6,205",,5/17/21
40943370,13,3700,"$1,388,888 ","$1,375,000 ",2104,4,3,0,Y,2,1964,"6,602",,5/17/21
40945673,2,3700,"$1,539,950 ","$1,700,000 ",2102,3,3,0,Y,2,1960,"7,070",216,5/17/21
40943682,7,3700,"$1,600,000 ","$1,685,000 ",1787,4,2,1,Y,2,1978,"6,660",,5/17/21
40944305,3,3700,"$2,188,888 ","$2,500,000 ",2932,5,3,0,Y,2,1986,"11,312",,5/17/21
40944493,8,3700,"$3,988,880 ","$4,550,000 ",5959,5,5,1,Y,5,1995,"21,960",140,5/17/21
ML81840772,8,3500,"$1,500,000 ","$1,765,000 ",1763,4,3,,Y,2,1955,"9,420",18,5/18/21
40942244,9,3700,"$849,000 ","$1,050,000 ",1168,2,1,0,Y,2,1952,"10,075",,5/18/21
40942645,14,3700,"$990,000 ","$1,000,000 ",950,3,2,0,Y,1,1955,"5,168",,5/18/21
40944501,8,3700,"$1,098,800 ","$1,138,000 ",1394,3,2,1,Y,2,1985,"3,317",127,5/18/21
40944597,7,3700,"$1,180,000 ","$1,338,000 ",1305,3,2,,Y,2,1971,"5,800",,5/18/21
ML81835192,8,3700,"$1,268,950 ","$1,450,000 ",1641,3,2,1,Y,2,1991,"3,840",83,5/18/21
40941000,12,3700,"$1,799,000 ","$2,350,000 ",2439,4,3,0,Y,2,2018,"5,473",150,5/18/21
40942225,6,3700,"$1,849,950 ","$2,331,000 ",2248,4,2,0,Y,2,1967,"9,760",,5/18/21
ML81838081,11,3500,"$1,295,000 ","$1,310,000 ",1643,4,2,,Y,2,1961,"7,875",18,5/19/21
40950667,0,3700,"$900,000 ","$900,000 ",1180,3,2,0,Y,2,1959,"7,878",,5/19/21
40946940,6,3700,"$1,074,888 ","$1,250,000 ",1317,3,2,0,Y,2,1966,"6,320",,5/19/21
40945435,27,3700,"$1,098,000 ","$1,100,000 ",1238,3,2,0,Y,2,1960,"7,650",180,5/19/21
40945585,5,3700,"$1,190,000 ","$1,190,000 ",1556,4,2,0,Y,2,1962,"7,543",,5/19/21
40943814,8,3700,"$1,199,000 ","$1,336,000 ",1438,3,2,,Y,2,1954,"5,850",,5/19/21
40943270,18,3700,"$1,450,000 ","$1,461,000 ",1614,3,2,0,Y,2,1961,"6,380",,5/19/21
ML81838209,10,3700,"$1,699,000 ","$1,875,000 ",1914,4,2,1,Y,2,1989,"6,691",65,5/19/21
40944781,9,3700,"$2,598,950 ","$3,139,888 ",3019,5,3,1,Y,3,1997,"10,826",,5/19/21
ML81837199,17,3700,"$2,798,800 ","$2,575,000 ",4299,5,4,1,Y,2,2021,"11,326",230,5/19/21
40947427,7,3700,"$975,000 ","$1,155,000 ",1000,3,2,0,Y,2,1959,"7,080",,5/20/21
40945282,6,3700,"$1,199,800 ","$1,335,000 ",1384,3,2,1,Y,2,1989,"3,565",,5/20/21
40940936,7,3700,"$1,200,000 ","$1,420,000 ",1300,3,2,0,Y,2,1975,"6,208",,5/20/21
40941844,6,3700,"$1,299,000 ","$1,330,000 ",1610,4,2,0,Y,2,1963,"7,875",185,5/20/21
ML81837983,18,3700,"$1,299,000 ","$1,400,000 ",1728,4,2,,Y,2,1978,"9,667",,5/20/21
40942633,7,3700,"$1,988,000 ","$2,325,000 ",2391,4,3,0,Y,3,1988,"6,000",78,5/20/21
40951111,0,3700,"$750,000 ","$750,000 ",1316,3,2,0,Y,2,1955,"7,614",,5/21/21
40945453,9,3700,"$980,000 ","$1,310,000 ",1148,3,2,0,Y,2,1960,"6,452",,5/21/21
ML81841435,7,3700,"$1,025,000 ","$1,080,000 ",1148,3,2,,Y,2,1971,"3,120",,5/21/21
ML81838168,13,3700,"$1,099,000 ","$1,100,061 ",1242,3,2,,Y,2,1964,"7,764",,5/21/21
40945210,7,3700,"$1,188,811 ","$1,388,000 ",1409,4,2,0,Y,2,1977,"7,404",,5/21/21
40942182,12,3700,"$1,188,888 ","$1,200,000 ",1370,3,2,1,Y,2,1989,"3,508",,5/21/21
40944378,9,3700,"$1,200,000 ","$1,550,000 ",1611,3,2,1,Y,2,1987,"4,165",48,5/21/21
ML81839280,5,3700,"$1,249,000 ","$1,475,000 ",1568,3,2,,Y,2,1959,"6,018",,5/21/21
40944660,5,3700,"$998,888 ","$1,045,000 ",1576,3,2,0,Y,2,1954,"5,532",,5/24/21
40944905,10,3700,"$1,199,000 ","$1,360,000 ",1785,3,2,0,Y,2,1958,"6,000",,5/24/21
40945265,8,3700,"$1,199,900 ","$1,527,000 ",1453,3,2,0,Y,2,1976,"4,503",,5/24/21
40946848,5,3700,"$1,200,000 ","$1,401,000 ",1380,3,2,0,Y,2,1959,"11,480",,5/24/21
ML81836875,14,3700,"$2,100,000 ","$2,100,000 ",2308,5,3,,Y,2,1961,"6,615",,5/24/21
40945963,14,3700,"$1,088,888 ","$1,210,000 ",1537,3,2,1,Y,2,1997,"2,502",85,5/25/21
40944770,9,3700,"$1,149,999 ","$1,210,121 ",1269,3,2,1,Y,2,1997,"2,184",80,5/25/21
ML81839845,2,3700,"$1,199,000 ","$1,470,000 ",1607,3,2,1,Y,2,1988,"3,168",85,5/25/21
ML81837931,7,3700,"$1,199,888 ","$1,450,000 ",1366,3,2,,Y,2,1962,"7,015",,5/25/21
ML81838308,13,3700,"$1,298,888 ","$1,410,000 ",1716,3,2,,Y,2,1959,"5,600",,5/25/21
40945189,9,3700,"$1,349,000 ","$1,455,000 ",1774,4,2,1,Y,2,1988,"3,030",129,5/25/21
ML81837042,11,3700,"$1,388,888 ","$1,480,000 ",1656,2,2,1,Y,2,1988,"3,150",336,5/25/21
ML81839305,10,3500,"$1,250,000 ","$1,500,000 ",1571,3,2,,Y,2,1964,"6,215",,5/26/21
ML81840371,5,3500,"$1,288,000 ","$1,330,000 ",1740,4,2,1,Y,2,1997,"3,144",95,5/26/21
40943494,33,3700,"$899,950 ","$970,000 ",1933,4,2,1,Y,2,1952,"7,179",,5/26/21
ML81839816,7,3700,"$918,950 ","$990,000 ",1296,2,2,,Y,1,1985,"3,186",220,5/26/21
40944743,6,3700,"$988,888 ","$1,320,000 ",1148,3,2,0,Y,2,1958,"6,196",,5/26/21
40945087,11,3700,"$1,149,000 ","$1,265,000 ",1657,3,3,,Y,1,1966,"4,338",,5/26/21
40945537,6,3700,"$1,149,888 ","$1,320,000 ",1376,4,2,,Y,2,1960,"5,600",,5/26/21
40945993,9,3700,"$1,199,000 ","$1,444,000 ",1409,4,2,0,Y,2,1976,"4,640",,5/26/21
40946949,4,3700,"$1,788,000 ","$2,000,000 ",2302,4,3,0,Y,2,1968,"8,645",,5/26/21
ML81840416,6,3500,"$1,388,000 ","$1,630,000 ",2154,4,3,1,Y,2,2016,"3,708",149,5/27/21
40946384,6,3700,"$999,900 ","$1,117,500 ",1154,3,2,0,Y,2,1956,"6,328",,5/27/21
ML81838667,10,3700,"$1,128,000 ","$1,300,000 ",1629,3,2,,Y,2,1970,"3,440",,5/27/21
40946880,3,3700,"$1,450,000 ","$1,750,000 ",1708,4,3,0,Y,2,1972,"8,870",,5/27/21
ML81838376,11,3700,"$1,498,888 ","$1,640,000 ",1821,3,2,,Y,2,1969,"6,000",,5/27/21
40945994,6,3700,"$1,888,000 ","$2,420,000 ",2379,4,2,1,Y,2,1974,"7,000",,5/27/21
40945938,6,3700,"$699,000 ","$1,035,000 ",703,2,1,0,Y,1,1953,"6,250",,5/28/21
40945692,14,3700,"$979,900 ","$1,050,000 ",1148,3,2,0,Y,2,1956,"5,560",,5/28/21
40949039,11,3700,"$1,125,000 ","$1,360,000 ",1750,3,2,,Y,2,1960,"6,400",,5/28/21
40946031,11,3700,"$1,200,000 ","$1,350,000 ",1580,3,2,0,Y,2,1955,"7,030",,5/28/21
ME221038437,3,3700,"$1,275,000 ","$1,584,000 ",1698,3,2,1,,2,1955,"11,049",255,5/28/21
40946494,7,3700,"$1,298,000 ","$1,578,000 ",1527,3,2,0,Y,2,1958,"7,826",,5/28/21
ML81837773,21,3700,"$1,298,000 ","$1,300,000 ",1762,4,2,1,Y,2,1988,"4,842",129,5/28/21
40946519,9,3700,"$1,385,000 ","$1,600,000 ",1578,3,2,0,Y,2,1959,"7,789",15,5/28/21
40947192,4,3700,"$1,388,000 ","$1,750,000 ",1894,3,2,0,Y,2,1963,"8,613",300,5/28/21
40945807,7,3700,"$1,524,888 ","$1,625,000 ",2172,3,3,1,Y,2,2021,"2,867",288,5/28/21
40946616,7,3700,"$1,588,800 ","$1,860,000 ",1942,4,3,0,Y,2,1955,"5,500",,5/28/21
40946023,12,3700,"$2,398,800 ","$2,830,000 ",2850,5,3,1,Y,2,1998,"6,736",105,5/28/21
40946412,7,3700,"$2,800,000 ","$2,900,000 ",2581,5,3,0,Y,2,2017,"11,582",,5/28/21
40948667,11,3700,"$1,288,000 ","$1,372,000 ",1380,4,2,0,Y,2,1984,"5,094",,6/1/21
40945257,17,3700,"$1,300,000 ","$1,300,000 ",2400,5,3,,Y,2,1957,"6,835",,6/1/21
40946833,6,3700,"$999,999 ","$1,101,000 ",1092,3,2,0,Y,2,1959,"5,995",,6/2/21
40946114,6,3700,"$1,028,000 ","$1,200,000 ",1325,3,2,0,Y,2,1976,"4,804",,6/2/21
40948980,3,3700,"$1,100,000 ","$1,230,000 ",1100,3,2,0,Y,2,1954,"7,505",216,6/2/21
ML81839888,13,3700,"$1,100,000 ","$1,300,000 ",1302,4,2,,Y,2,1960,"5,400",,6/2/21
40947242,8,3700,"$1,265,000 ","$1,320,000 ",1199,3,1,1,Y,2,1960,"6,400",,6/2/21
ML81841065,7,3700,"$1,280,000 ","$1,410,000 ",1988,3,2,1,Y,2,1991,"5,595",50,6/2/21
40943866,6,3700,"$1,329,100 ","$1,525,000 ",1736,4,2,0,Y,2,1962,"5,700",,6/2/21
40946792,14,3700,"$2,198,000 ","$2,473,000 ",2698,4,3,0,Y,2,1985,"11,500",,6/2/21
ML81839035,6,3700,"$2,498,000 ","$2,650,000 ",2320,4,3,,Y,2,2012,"8,352",,6/2/21
ML81841090,7,3500,"$1,295,000 ","$1,535,000 ",1645,3,2,,Y,2,1965,"5,700",,6/3/21
40946453,10,3700,"$825,000 ","$875,000 ",1065,3,1,0,Y,1,1952,"5,429",,6/3/21
40947078,9,3700,"$2,978,800 ","$3,270,000 ",4252,5,4,1,Y,2,2014,"7,735",,6/3/21
ML81840958,7,3500,"$1,249,000 ","$1,540,000 ",1500,3,2,,Y,2,1963,"6,365",,6/4/21
40950276,6,3700,"$699,900 ","$761,000 ",960,2,1,,Y,2,1970,"3,120",,6/4/21
40942264,9,3700,"$849,800 ","$900,000 ",950,3,1,0,Y,1,1955,"5,300",,6/4/21
40949376,8,3700,"$999,000 ","$1,250,000 ",1889,5,2,0,N,2,1959,"6,211",,6/4/21
40947019,7,3700,"$1,049,000 ","$1,228,000 ",1278,3,2,,Y,2,1959,"5,995",,6/4/21
40947587,5,3700,"$1,098,000 ","$1,310,121 ",1486,3,2,1,Y,2,1987,"3,500",88,6/4/21
40946165,6,3700,"$1,188,888 ","$1,300,000 ",1476,3,3,,Y,2,2010,"1,309",160,6/4/21
40948186,9,3700,"$1,200,000 ","$1,320,000 ",1556,4,2,,Y,2,1963,"7,200",,6/4/21
ML81841270,7,3700,"$1,349,999 ","$1,557,000 ",1481,3,2,,Y,2,1979,"6,234",,6/4/21
ML81840690,12,3700,"$1,388,000 ","$1,450,000 ",2000,3,3,,Y,2,1951,"6,600",,6/4/21
40945360,23,3700,"$1,388,000 ","$1,450,000 ",1494,4,2,0,Y,2,1971,"7,839",,6/4/21
40948642,5,3700,"$1,499,950 ","$1,760,000 ",1684,4,3,0,Y,1,1953,"5,022",,6/4/21
40947270,10,3700,"$1,598,000 ","$1,888,000 ",3635,4,3,0,Y,2,1950,"21,083",,6/4/21
40947698,6,3700,"$1,998,800 ","$2,280,000 ",2677,4,3,0,Y,2,1988,"7,144",,6/4/21
ML81841218,8,3500,"$1,420,000 ","$1,420,000 ",1416,3,2,1,Y,2,1989,"4,488",,6/7/21
ML81840968,8,3700,"$1,149,000 ","$1,310,000 ",1324,3,2,1,Y,2,1988,"3,073",129,6/7/21
ML81841310,7,3500,"$1,079,000 ","$1,405,000 ",1176,3,2,,Y,2,1958,"7,200",,6/8/21
40947351,6,3700,"$1,049,000 ","$1,275,000 ",1204,3,2,0,Y,2,1964,"6,100",,6/8/21
40947928,6,3700,"$1,248,000 ","$1,500,000 ",1424,4,2,0,Y,2,1961,"6,000",,6/8/21
40947305,8,3700,"$1,295,000 ","$1,475,000 ",1202,3,2,,Y,2,1953,"5,022",,6/8/21
40947092,9,3700,"$1,299,000 ","$1,530,000 ",1669,3,2,0,Y,2,1967,"5,718",,6/8/21
40945721,3,3700,"$1,300,000 ","$1,470,000 ",1494,4,2,0,Y,2,1971,"7,838",,6/8/21
40947658,11,3700,"$1,699,999 ","$1,820,000 ",1821,3,2,0,Y,2,1969,"6,500",,6/8/21
ML81842092,8,3500,"$1,600,000 ","$1,650,000 ",1587,4,2,,Y,2,1962,"6,479",,6/9/21
40947152,7,3700,"$799,000 ","$1,100,000 ",1473,3,2,0,Y,2,1959,"8,066",,6/9/21
ML81843208,8,3700,"$899,000 ","$1,055,000 ",1148,3,2,,Y,2,1971,"3,126",,6/9/21
40947450,8,3700,"$1,299,900 ","$1,530,000 ",1682,3,2,0,Y,2,1954,"7,739",18,6/9/21
40945427,10,3700,"$1,388,800 ","$1,550,000 ",1988,3,2,1,Y,2,1993,"3,968",50,6/9/21
40947416,7,3700,"$1,399,888 ","$1,680,000 ",1593,3,2,1,Y,2,1993,"3,600",40,6/9/21
40946755,16,3700,"$1,499,999 ","$1,390,000 ",1800,3,2,0,Y,2,1957,"7,350",210,6/9/21
40943488,27,3700,"$1,548,000 ","$1,550,000 ",1827,4,2,1,Y,2,1978,"4,255",,6/9/21
40947689,12,3700,"$1,599,999 ","$1,584,000 ",2555,5,3,,Y,2,1968,"6,400",,6/9/21
ML81842280,7,3500,"$1,249,000 ","$1,440,000 ",1256,3,2,,Y,2,1967,"6,214",,6/10/21
40947817,12,3700,"$1,295,000 ","$1,340,000 ",1740,3,2,1,Y,2,1997,"2,804",95,6/10/21
ML81841420,16,3700,"$1,428,000 ","$1,500,000 ",2124,3,2,,Y,2,1962,"6,572",,6/10/21
ML81842404,6,3700,"$1,449,000 ","$1,605,000 ",2006,3,3,,Y,2,2008,"3,222",99,6/10/21
40947796,12,3700,"$1,599,999 ","$1,800,000 ",2167,4,2,0,Y,2,1972,"5,800",,6/10/21
40947511,8,3700,"$1,699,000 ","$2,023,000 ",2286,4,3,0,Y,3,1987,"6,992",,6/10/21
40946847,7,3700,"$975,000 ","$1,200,000 ",1375,3,2,0,Y,1,1961,"5,508",,6/11/21
BA321030005,24,3700,"$989,999 ","$1,020,000 ",1154,3,2,0,,2,1955,"5,426",,6/11/21
40949779,8,3700,"$1,049,000 ","$1,300,000 ",1148,3,2,0,Y,2,1959,"5,800",,6/11/21
40949768,8,3700,"$1,098,000 ","$1,250,000 ",1684,4,2,0,Y,2,1964,"6,867",,6/11/21
40947266,17,3700,"$1,179,999 ","$1,300,000 ",1265,3,2,0,Y,2,1962,"5,700",,6/11/21
40948714,7,3700,"$1,199,900 ","$1,485,000 ",1523,3,2,0,Y,2,1970,"7,156",,6/11/21
40947076,9,3700,"$1,249,000 ","$1,528,000 ",1544,3,2,0,Y,2,1965,"8,691",21,6/11/21
ML81841494,12,3700,"$1,268,800 ","$1,400,000 ",1230,2,2,,Y,2,1971,"3,936",45,6/11/21
ME221012225,59,3700,"$1,349,000 ","$1,306,000 ",1363,4,2,0,,2,1958,"5,000",,6/11/21
40948176,5,3700,"$1,449,000 ","$1,571,000 ",2100,4,2,0,Y,2,1962,"7,000",210,6/11/21
40947050,6,3700,"$1,599,000 ","$2,001,000 ",2145,5,4,0,Y,2,1960,"7,200",,6/11/21
BA321025068,6,3700,"$2,000,000 ","$2,200,000 ",1778,4,3,0,,2,1960,"8,080",,6/11/21
40948339,8,3700,"$2,188,850 ","$2,250,000 ",2781,5,3,0,Y,2,1972,"7,475",,6/11/21
40947055,7,3700,"$2,400,000 ","$2,410,000 ",3308,5,4,0,Y,2,2007,"6,002",123,6/11/21
ML81840715,12,3700,"$2,480,000 ","$2,670,000 ",2614,5,3,,Y,2,1978,"12,796",,6/11/21
40948640,4,3700,"$1,350,000 ","$1,575,000 ",1480,3,2,0,Y,2,1972,"8,598",,6/14/21
ME221048908,7,3700,"$1,399,900 ","$1,535,000 ",1456,3,2,0,,2,1960,"7,581",,6/14/21
40946107,11,3700,"$1,599,000 ","$1,710,000 ",1730,4,2,,Y,2,1960,"7,200",,6/14/21
40948327,13,3700,"$1,779,000 ","$1,750,000 ",1918,3,2,1,Y,2,1992,"5,072",,6/14/21
40950089,5,3700,"$1,799,950 ","$2,005,000 ",2517,4,3,,Y,2,1957,"9,960",13,6/14/21
40954278,0,3700,"$2,598,950 ","$2,925,000 ",3019,4,3,1,Y,3,1997,"11,343",,6/14/21
40950953,3,3700,"$2,699,950 ","$2,870,000 ",3762,5,4,1,Y,3,2015,"6,750",150,6/14/21
40946500,7,3700,"$3,395,000 ","$3,495,000 ",4300,4,5,,Y,3,1996,"48,143",,6/14/21
40948456,8,3700,"$839,000 ","$921,000 ",950,3,1,,Y,1,1957,"6,000",,6/15/21
40947786,10,3700,"$1,495,000 ","$1,790,000 ",1632,4,2,0,Y,2,1976,"5,986",,6/15/21
40949090,6,3700,"$3,399,844 ","$3,600,000 ",4465,5,5,2,Y,4,1999,"17,616",,6/15/21
40948879,7,3700,"$858,000 ","$1,150,000 ",1400,3,1,0,N,0,1949,"13,950",,6/16/21
ML81842972,10,3700,"$988,888 ","$1,175,000 ",1008,3,1,,Y,2,1958,"5,000",,6/16/21
40943521,15,3700,"$1,099,000 ","$1,232,000 ",1459,3,2,0,Y,2,1970,"4,300",,6/16/21
40948953,12,3700,"$1,299,999 ","$1,430,000 ",1662,3,2,,Y,2,1962,"6,791",,6/16/21
ML81842212,12,3500,"$1,888,888 ","$1,700,000 ",3846,4,3,1,Y,2,1991,"8,987",,6/17/21
40947691,8,3700,"$1,298,888 ","$1,520,000 ",1430,3,2,0,Y,2,1954,"8,914",21,6/17/21
ML81843387,7,3700,"$2,688,000 ","$2,732,400 ",2841,4,4,,Y,2,2019,"4,961",196,6/17/21
ML81842293,6,3500,"$1,250,000 ","$1,480,000 ",1403,3,2,,Y,2,1965,"5,400",,6/18/21
40949161,11,3700,"$700,000 ","$950,000 ",975,2,1,0,Y,1,1942,"6,000",,6/18/21
SF421546498,9,3700,"$1,149,000 ","$1,315,000 ",1696,5,2,0,,0,1961,"6,643",,6/18/21
40943272,9,3700,"$1,199,999 ","$1,230,000 ",1599,4,3,1,Y,2,2012,0,300,6/18/21
40948769,11,3700,"$1,325,000 ","$1,526,000 ",1809,4,3,0,Y,2,1987,"6,000",,6/18/21
40947371,4,3700,"$1,380,000 ","$1,515,000 ",1243,3,2,,Y,2,1978,"6,649",,6/18/21
40950321,8,3700,"$1,650,000 ","$1,738,500 ",2700,5,3,0,Y,2,2000,"8,428",148,6/18/21
40949682,6,3700,"$1,874,888 ","$1,980,000 ",2071,4,2,1,N,3,1988,"5,313",65,6/18/21
ML81842429,7,3700,"$1,880,000 ","$2,265,000 ",2604,5,3,1,Y,2,2018,"6,329",150,6/18/21
40950937,6,3700,"$2,380,000 ","$2,580,000 ",2743,4,3,0,Y,2,1988,"6,300",85,6/18/21
40951107,9,3700,"$2,500,000 ","$2,695,000 ",4278,6,4,2,Y,2,1976,"9,973",,6/18/21
40948334,13,3700,"$1,175,000 ","$1,175,000 ",1389,3,2,0,Y,2,1973,"4,150",,6/19/21
40954691,0,3700,"$979,000 ","$975,000 ",1322,3,2,,Y,2,1977,"6,266",,6/21/21
ML81844853,5,3700,"$998,000 ","$1,200,888 ",1078,3,2,,,0,1963,"6,000",,6/21/21
40949789,8,3700,"$1,100,000 ","$1,380,000 ",1748,3,2,,Y,2,1960,"6,000",,6/21/21
40949542,7,3700,"$1,125,000 ","$1,350,000 ",1256,3,2,0,Y,2,1967,"6,344",,6/21/21
40948805,12,3700,"$1,249,000 ","$1,560,000 ",1889,4,2,1,Y,2,1978,"7,850",,6/21/21
40947871,8,3700,"$1,288,888 ","$1,400,121 ",1865,3,3,0,Y,2,2007,"4,001",,6/21/21
40949543,8,3700,"$1,650,000 ","$1,700,000 ",1692,4,2,,Y,2,1976,"7,287",,6/21/21
40943818,11,3700,"$1,800,000 ","$1,868,000 ",1990,3,2,1,Y,2,1969,"6,000",,6/21/21
ML81842475,7,3700,"$978,000 ","$1,175,300 ",1200,3,2,,Y,2,1961,"5,605",,6/22/21
40951693,5,3700,"$1,080,000 ","$1,268,000 ",1376,2,2,1,Y,2,1988,"3,500",81,6/22/21
40949654,7,3700,"$1,150,000 ","$1,265,000 ",1331,3,2,,Y,1,1959,"5,227",,6/22/21
ML81847124,7,3500,"$1,086,200 ","$1,144,000 ",1066,3,1,,Y,1,1952,"19,988",,6/23/21
40949826,7,3700,"$1,200,000 ","$1,350,000 ",1324,4,2,0,Y,2,1964,"6,000",,6/23/21
40949071,4,3700,"$1,275,000 ","$1,420,000 ",1843,4,4,0,Y,2,2010,0,160,6/23/21
ME221007527,64,3700,"$1,499,000 ","$1,350,000 ",1799,3,3,0,,4,1948,"7,501",,6/23/21
40950112,10,3700,"$1,188,000 ","$1,350,000 ",1256,3,2,0,Y,2,1966,"5,700",,6/24/21
ML81843589,5,3700,"$1,270,000 ","$1,300,000 ",1382,3,2,,Y,2,1972,"6,000",,6/24/21
40948371,14,3700,"$1,270,000 ","$1,300,000 ",1382,3,2,0,Y,2,1972,"6,000",,6/24/21
40950539,9,3700,"$1,388,000 ","$1,640,000 ",1496,4,2,0,Y,2,1978,"7,465",,6/24/21
40950106,5,3700,"$1,538,888 ","$1,615,000 ",2029,3,3,1,Y,2,2021,"3,355",288,6/24/21
40950694,9,3700,"$1,688,800 ","$2,021,000 ",2308,3,2,1,Y,2,1955,"9,742",236,6/24/21
ML81846334,7,3500,"$999,000 ","$1,410,000 ",1238,3,2,,Y,2,1959,"6,200",,6/25/21
40953803,4,3700,"$600,000 ","$672,000 ",1250,0,0,0,Y,1,1955,"5,168",,6/25/21
ML81844344,7,3700,"$1,256,888 ","$1,470,000 ",1637,4,2,1,Y,2,1986,"3,831",,6/25/21
ML81842067,6,3700,"$1,275,000 ","$1,500,000 ",1792,5,2,,Y,2,1961,"8,668",,6/25/21
40949498,6,3700,"$1,688,800 ","$1,925,000 ",1670,4,2,0,Y,2,1960,"7,125",,6/25/21
40950896,14,3700,"$1,788,000 ","$1,790,000 ",2430,4,2,1,Y,2,1985,"8,634",,6/25/21
ML81842672,12,3700,"$2,258,888 ","$2,330,000 ",2875,4,3,,Y,3,1987,"6,614",,6/25/21
40950266,5,3700,"$3,398,000 ","$3,800,000 ",4516,4,4,0,Y,3,1994,"23,544",220,6/25/21
40941087,46,3700,"$4,250,000 ","$3,900,000 ",6840,7,7,1,Y,3,2002,"15,111",,6/25/21
40949999,6,3700,"$1,300,000 ","$1,520,000 ",1390,3,2,,Y,2,1969,"6,684",,6/26/21
40949710,20,3700,"$975,000 ","$1,005,000 ",1272,4,2,0,N,1,1956,"6,000",,6/28/21
40950663,7,3700,"$1,099,000 ","$1,099,000 ",1181,3,2,0,Y,2,1959,"8,552",,6/28/21
40950661,14,3700,"$1,198,000 ","$1,267,000 ",1323,3,2,0,Y,2,1978,"6,072",,6/28/21
40950939,7,3700,"$1,288,888 ","$1,450,000 ",1695,3,2,,Y,2,1958,"6,400",,6/28/21
40949410,12,3700,"$1,695,000 ","$1,600,000 ",1997,4,3,0,Y,2,1958,"10,239",,6/28/21
40950232,11,3700,"$1,199,950 ","$1,392,000 ",1496,4,2,0,Y,2,1977,"6,006",,6/29/21
ML81844271,9,3700,"$1,338,888 ","$1,560,000 ",1769,3,2,1,Y,2,1990,"3,250",83,6/29/21
40941523,41,3700,"$1,750,000 ","$1,840,000 ",2524,4,2,,Y,3,1980,"9,801",,6/29/21
40950986,6,3700,"$1,888,000 ","$2,400,000 ",2596,3,2,1,Y,2,2016,"5,473",150,6/29/21
40949759,12,3700,"$1,948,888 ","$2,216,168 ",3009,3,4,0,Y,3,2007,"4,496",123,6/29/21
40948517,10,3700,"$2,489,000 ","$2,818,000 ",2652,4,2,1,Y,3,1996,"25,946",,6/29/21
ML81843993,8,3700,"$3,225,000 ","$3,611,888 ",4144,5,5,0,Y,3,2021,"14,751",,6/29/21
ML81843796,11,3500,"$1,280,000 ","$1,415,000 ",1587,4,2,,Y,2,1963,"6,120",,6/30/21
40952596,4,3700,"$999,999 ","$1,301,000 ",1452,3,2,0,Y,2,1962,"7,575",,6/30/21
40949867,12,3700,"$1,200,000 ","$1,200,000 ",1330,3,2,0,Y,1,1963,"5,700",,6/30/21
40951165,9,3700,"$1,358,000 ","$1,500,000 ",1701,4,2,1,Y,2,1963,"6,000",,6/30/21
BA321041863,7,3700,"$1,488,000 ","$1,710,000 ",2148,4,2,0,,2,1965,"5,900",,6/30/21
ML81844299,0,3700,"$1,499,000 ","$1,580,000 ",1638,4,2,1,Y,2,1993,"4,875",,6/30/21
40945450,41,3700,"$2,111,000 ","$2,111,000 ",4040,5,4,,Y,2,1984,"9,238",,6/30/21
40948892,5,3700,"$2,998,000 ","$3,050,000 ",4642,5,3,1,Y,3,1978,"15,087",,6/30/21
